domain,privacy_link,hash,init_language,valid_language,text_content
corp.kaonavi.jp,https://corp.kaonavi.jp/privacypolicy/,e4413c518ffffbf3d700682476157ec2de310a3b4035a290652d7bc00a575656,Japan,,
corp.kaonavi.jp,https://corp.kaonavi.jp/securitypolicy/,f5b70ff9c670e5dd1e4cb393adbf4457aa8b471287127d056a685f6d5e7f8813,Japan,,
cerezo.jp,https://cerezo.jp/en/docs/privacy/,dce1ffcf1e852fdfa8ff065ac3f2d0fb8e37ab1633c999b5c190b9c523fa5403,Japan,,
craftcafe.store,https://craftcafe.store/pages/refund-policy,cf920bd2e938fe57220c28e8ce14d8677a1e3abfcba00bbd3d72a62766652876,Japan,,
naval-tokyo.com,https://naval-tokyo.com/pages/privacy,55b49c39e147cadbb755a96a065e504db2ba4d81e2da4db11a9b693123472766,Japan,,
craftcafe.store,https://craftcafe.store/pages/legal-notice,b223039a59acc0b2a9f490ac1c875647245980778a368399c11a6beae2b1dec4,Japan,,
craftcafe.store,https://craftcafe.store/pages/privacy-policy,961cc9f1e0739a58d1563bb37538d1129a5e07e7034d28aad2e7299588eed9de,Japan,,
remembrance-doris.com,https://remembrance-doris.com/policies/shipping-policy,b6fc75fa1a10cb76645d17a57c207b05cff97863999e772969dd2475dae42cc9,Japan,,
craftcafe.store,https://craftcafe.store/pages/payment-policy,2a65559a818ba76b14c661a1998f1eb7cb6f9f8576d183323f48f36f4fc2ba02,Japan,,
remembrance-doris.com,https://remembrance-doris.com/policies/refund-policy,40457123edde6d519b15711f33f4ee99c95704476aaaee2a5f1b786f89a5b3ac,Japan,,
craftcafe.store,https://craftcafe.store/policies/refund-policy,52bcac94ec0282fd138115f1f657e25720df21ffb06fe46c83117aa3b52bf9c0,Japan,,
cerezo.jp,https://cerezo.jp/docs/privacy/,f905098b820dbdcb573b77da0bda595ba070709104cb8ce19020b66e3255aa19,Japan,,
ap-siken.com,https://ap-siken.com/privacypolicy.html,bdaf676f8cdcef98dd0c1d89bd7d6d80ab14621c691ff007e05c8e29da230f0f,Japan,,
cerezo.jp,https://cerezo.jp/docs/socialmedia_policy/,ac058f342a89c8d58abcb425a725ffae6c4fccf1853d6bddceaac070c59e7217,Japan,,
document.sublimestore.jp,https://document.sublimestore.jp/privacy.html,80f86a58fcb64e1d563c8eec67d09ff9eca211b7cea9972bbd0199988e172ac2,Japan,,
nikon.co.jp,https://nikon.co.jp/privacy/,37dca52fd7f1672c3eb5405410f6674c2385d4845525d20925e6146603cf4087,Japan,,
remembrance-doris.com,https://remembrance-doris.com/policies/privacy-policy,7d48c54a3af3b6cb228047b131e10677ad627b698edf93772e28486f91695882,Japan,,
kaonavi.jp,https://kaonavi.jp/security/?link=glonavi,0a913668641324a158a6db89956c83d0fa43d9f4fd9c2b64548757fd09cd5821,Japan,,
remembrance-doris.com,https://remembrance-doris.com/policies/legal-notice,24f5b8f3b4e580f62264914a1ee9da38c4abc5ab2e9855eaab3ef099f614d9a0,Japan,,
nikon.co.jp,https://nikon.co.jp/privacy/group/,fb93e631541daf6cc30512c86d646fe3af8b7cdac716a8da25838b7f577b2ab0,Japan,,
nikon.co.jp,https://nikon.co.jp/privacy/form/,e0903f2da01be14c513f1616a66c079020cf66443195977f6cfaa323c0f9fb85,Japan,,
callawaygolf.jp,https://callawaygolf.jp/jp/privacypolicy,56357d396999eb632cf7c102acdd8ab4541913725c0d8681a3e4c106a56126c7,Japan,,
kaonavi.jp,https://kaonavi.jp/security/,364ab846adeb6aac2bc189d6ba31647504507b31591a369d2e1f0d2893ba8989,Japan,,
kaonavi.jp,https://kaonavi.jp/userpolicy/,d18cefe2cb010a3e6453ad0def802615eac0ff88182ec9038ac0cf7f895cc6f1,Japan,,
nikon.co.jp,https://nikon.co.jp/privacy/#header,f5830042967dd829b649f30fad0dd940ba2f7a0784031252cc18f51b9bfd01fc,Japan,,
callawaygolf.jp,https://callawaygolf.jp/jp/returnpolicy,15d45ed1a06871538301a896062140aadd660873b40cfa6b9121e26c7e16c8a2,Japan,,
home.tsuku2.jp,https://home.tsuku2.jp/privacy.php,d32207da2ce24cdc7cd680e7ac566d96c4e27c4d95153c7aec452ebcfb55d509,Japan,,
mindwind.tokyo,https://mindwind.tokyo/policies/refund-policy,f4efb7fbf1aefd087ede02e10bbe86816648bda44729f791833bd7f47f4c87f3,Japan,,
mindwind.tokyo,https://mindwind.tokyo/policies/privacy-policy,5fcc2b06592d700dc9069fcd18dd0885a68136306b2835e32776687d94100845,Japan,,
lifeluck.jp,https://lifeluck.jp/?mode=privacy,b4dec773f688677aeab13d577f5ceb7747e3e67841b81856b6255603a4cfa3bd,Japan,,
mindwind.tokyo,https://mindwind.tokyo/policies/legal-notice,d31375cf3c37cee9220617cd3c062d8936db864430cb08c95804ca90c89284ba,Japan,,
miyoshisoap.co.jp,https://miyoshisoap.co.jp/pages/policy,2134b22d8ec5970bbc6e11e0e6c0f24f16f64a9dade43a51b09382d86b40ca6d,Japan,,
hi-ad.jp,https://hi-ad.jp/help/agreement,0188b70a846bb2629574636536e9ef9f25c5051cebefe1cca4a0eec13cb23616,Japan,,
party-calendar.net,https://party-calendar.net/information/privacy_policy,0f6c8d2c42d172f2ec8d1fc7ea872403ab4667349074db209306650b822fa1d4,Japan,,
party-calendar.net,https://party-calendar.net/information/site_policy,61b827d3eed0e40f1553f1345236625219271a63022b78ef7522d2a6e3910068,Japan,,
corp.avac.co.jp,https://corp.avac.co.jp/privacy_poli.html,fe4a7eff89a4018b0727e1a5141311e5044930110d6f7c7f18ba396206a47fe7,Japan,,
yogajournal.jp,https://yogajournal.jp/privacy_policy,c7ed0353aaf1a9ec7f8005ce4d532585629e0ccdce21414a6cd97890d3473ce6,Japan,,
yogajournal.jp,https://yogajournal.jp/cookie_policy,01eff4eaa8ce87d93a749cc39d261e908f4e7c4c5b9d459d5aab67e08d6c1597,Japan,,
hi-ad.jp,https://hi-ad.jp/help/privacy,c787357f81f9e5c7b2363d80da5faac50d2fdf12f7fffd9d2b0bf35c10b2d89c,Japan,,
oriental-hotels.com,https://oriental-hotels.com/cleansafepolicy/,7df48c354b099facd59b4534dbd2243c7cf0cc50c53de543fb398595fdcb5208,Japan,,
oriental-hotels.com,https://oriental-hotels.com/privacy/,bda6e8f818ff6e3d9fdde9669f410919cdfa853f023dfeccea0db1a579d8a65e,Japan,,
www.feel-kobe.jp,https://www.feel-kobe.jp/privacy/,6c423774030f40e56f0068174e373c334b755b1458bf529cb3b163b13ea4061e,Japan,,
shop.zabou.org,https://shop.zabou.org/?mode=privacy,318fef2b593b39285e0a058bddae61f3899fc7345ed22079e84452fdf7065b4c,Japan,,
shop.zabou.org,https://shop.zabou.org?mode=privacy,2118df0408d807d54ae4834cf68bcc71997e8affc296f12c564108dc123d5d90,Japan,,
nieal.com,https://nieal.com/return-policy-w.html,f8291263588e4919bb8dbcc3e735502b03c2b4f4c669881317b14e6498f61664,Japan,,
nieal.com,https://nieal.com/security-w.html,e8c73f6efbd598cba3c2b994858224c72b5ea6010bbfc2ebd4a9480ac7eeab2b,Japan,,
kitabousai.jp,https://kitabousai.jp/privacypolicy/,a25146d94375b2c50a0af83555d571a8101305375276bd553405bae51dc8492c,Japan,,
www.donki.com,https://www.donki.com/socialmediapolicy/?pre=ft,4fb7ff394793f99effe85050ed483d69f6a3099ad8ef21398f43bfe9fdf9bedb,Japan,,
nieal.com,https://nieal.com/privacy-policy-w.html,6c35f0cbda2b27ea432b1f4fd1c63c5727a1bd01976a534ac76a3209027558aa,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E6%A5%AD%E5%8B%99%E7%94%A8%E8%80%90%E7%81%AB%E9%87%91%E5%BA%AB,8694c8b660811ef771ac3219826c81b8794528a8a19006411ded0c9b7169d2d6,Japan,,
exsight-security.com,https://exsight-security.com/pages/delivery,3c4f3d78fb8f1912f37b6f28bbc4696ee23e3723a4f9ad0c1b5c5859c2f9887f,Japan,,
exsight-security.com,https://exsight-security.com/cart,1aee4dd2110cb6dd5e1cb26ceff1c8907d698f7913cc694d231b0561de5a75bd,Japan,,
exsight-security.com,https://exsight-security.com/collections/led%E5%A4%9A%E7%9B%AE%E7%9A%84%E3%83%A9%E3%82%A4%E3%83%88-elpa,6bee5fcfe6c897ab866170ad443f1daadc239dbf77868d4f5b607e582a249227,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E3%83%97%E3%83%83%E3%82%B7%E3%83%A5%E3%83%A9%E3%82%A4%E3%83%88,fbeab4bba417446f487d4b9bb337b73e0e2f43fad6953a1f25748fe3fdf133e7,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E3%83%96%E3%83%A9%E3%83%83%E3%82%AF%E3%83%A9%E3%82%A4%E3%83%88,ce0763c919a4356a4be27bbbed00e23cbd96b047e5e270e232f49212963f91eb,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E7%99%BD%E7%86%B1%E9%9B%BB%E7%90%83,3c7d72760584baa3cfad35786fe07cd821bc56de1abdd57bfbcbd3672dae25ea,Japan,,
exsight-security.com,https://exsight-security.com/collections/led%E9%9B%BB%E7%90%83,757e5f21d22aa69386454136a3960305482e3ee07de46bbf27d2270005bfda76,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E3%83%AB%E3%83%BC%E3%83%9A%E4%BB%98%E3%81%8D%E3%83%A9%E3%82%A4%E3%83%88,8206bc379b6129c218fe478a2909b130f6db289604fdcfd222f5461bfc34f508,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E7%85%A7%E6%98%8E%E3%83%91%E3%83%BC%E3%83%84,b94a5c9fe8c68a73d9a8aef6e5c7086ca6e23f432569028b7d8c620dc78fccc4,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E3%83%AF%E3%82%A4%E3%83%A4%E3%83%AC%E3%82%B9%E3%82%B3%E3%83%BC%E3%83%ABohm,df2c78d5d88b3b418ebce3089973bde5ee353d3059498a291721c418f4bb0cff,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E3%82%B9%E3%83%9D%E3%83%83%E3%83%88%E3%83%A9%E3%82%A4%E3%83%88,df226504d41520d6f6b79066072b46e5912cb8082b5c176681f826552b0392d7,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E3%83%86%E3%83%BC%E3%83%97%E3%83%A9%E3%82%A4%E3%83%88,e90c601efbb5a61d7b84592e9a767b04690e5b953f8052cbb0ef3cf9690bd95a,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E4%BD%9C%E6%A5%AD%E7%94%A8%E3%83%A9%E3%82%A4%E3%83%88-1/Type_%E9%98%B2%E6%B0%B4%E6%A9%9F%E8%83%BD%E3%81%82%E3%82%8A,694184941d50d1250a6ab378a1ebff34ed155e418a825ba0720bb7ef07a01fb6,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E3%83%8F%E3%83%AD%E3%82%B2%E3%83%B3%E9%9B%BB%E7%90%83,c35beb19d1bd64e20acbd44fa36e38cbf77cbe0efe6c2ddde651b75e194486da,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E3%83%AF%E3%82%A4%E3%83%A4%E3%83%AC%E3%82%B9%E3%82%B3%E3%83%BC%E3%83%ABpanasonic,0f7c39b73b8dc5d24d89abdeb8394862b2f713158a55c20f390eab347ed82415,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E3%82%B7%E3%83%BC%E3%83%AA%E3%83%B3%E3%82%B0%E3%83%A9%E3%82%A4%E3%83%88,a247bd0ca7eff13bbf31daa4518fff765823148700a8c1b5170965d4cbf7a270,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E3%83%8A%E3%82%A4%E3%83%88%E3%83%A9%E3%82%A4%E3%83%88,4a627a4d0cbd20694ddcb97dd01bac2bf7783ee18a13d40186082c83c91f2281,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E9%98%B2%E7%8A%AF%E3%82%AB%E3%83%A1%E3%83%A9%E3%82%B7%E3%82%B9%E3%83%86%E3%83%A0-juan-cloud-%E6%B0%B4%E9%8F%A1,ab6ed0bd27c8f7159db3035ef682fb39aa450a4268ad04a043373fc3fabc873d,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E3%82%AF%E3%83%AA%E3%83%83%E3%83%97%E3%83%A9%E3%82%A4%E3%83%88,18251920250f195a1067414e3fe02f06dfb8bdb6d5e328c7801c0f778078121b,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E3%83%80%E3%83%9F%E3%83%BC%E3%82%AB%E3%83%A1%E3%83%A9-1,f939beee851a0d0d185e95f698d43a9a29c32931392497de410fb7389d313b96,Japan,,
exsight-security.com,https://exsight-security.com/collections/alterplus-%E3%82%AA%E3%83%AB%E3%82%BF%E3%83%97%E3%83%A9%E3%82%B9,34864e027f6864dc425703a5cebbf75fb2f2ca4a0c4179bfa769bd49e7c2f21c,Japan,,
exsight-security.com,https://exsight-security.com/,3056843845b84dab94f5316668d66f39a7abee983178eae513c0f8591dde41a3,Japan,,
exsight-security.com,https://exsight-security.com/collections/led%E3%83%99%E3%83%BC%E3%82%B9%E3%83%A9%E3%82%A4%E3%83%88,6de404ccc13a340f5c1e3fe7f78da6f4062d315bec891e4835198b714877766c,Japan,,
exsight-security.com,https://exsight-security.com,de8d7fad46df11a42edf2bf3dc2c7d3e1b47b8441bd85959bc3faff4b7af0215,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E6%B5%B4%E5%AE%A4%E7%81%AF,7cf1937164db25172a76ab9d73a99a6418dee1864250a89373333442dce8ea4a,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E9%9B%BB%E6%B1%A0%E5%BC%8F%E7%B7%9A%E9%A6%99-%E3%83%AD%E3%83%BC%E3%82%BD%E3%82%AF,e63a812bbcd309e2aac1c4f4d10a433f4757276b9609da6935bbc287cfd7ad31,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E7%9B%B4%E7%AE%A1,089ff4e7ad9fea095e85038cc192843d7e41be4c7c487efa1cc987c256006f94,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E3%82%AC%E3%83%BC%E3%83%87%E3%83%B3%E3%83%A9%E3%82%A4%E3%83%88,b3f61d477a361aaf02088742847d8d51ec02cac2de7d764872a55d102a38b773,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E5%B1%8B%E5%A4%96%E3%82%BB%E3%83%B3%E3%82%B5%E3%83%BC%E3%83%A9%E3%82%A4%E3%83%88,422ac8193b0b4b73a7ea8f85ee99531a440941bc5c22fdb4f65a1e6acd3f7b41,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E3%83%9A%E3%83%B3%E3%83%80%E3%83%B3%E3%83%88%E3%83%A9%E3%82%A4%E3%83%88,5b510a91d8f15f3238c3f908901d23cbb76fcf9258b0fb0ae8a6942af9e73fd2,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E3%82%BB%E3%83%B3%E3%82%B5%E3%83%BC%E3%83%A9%E3%82%A4%E3%83%88%E4%BB%98%E5%B1%9E%E5%93%81,1df161cec693df450f4a7a7ff8eaad196e6de78666de0bf74b9fdd5fc2527219,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E4%B8%AD%E7%B6%99%E6%A9%9F,7c61a9ae74f568257c4083f9fb71926be550f9eda7cd1480df1f384425c07c67,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E3%83%A9%E3%83%B3%E3%82%AD%E3%83%B3%E3%82%B0,76751d9749733d36c7cb433b280102295737bae48f360dfbeeb27f51be2790cc,Japan,,
exsight-security.com,https://exsight-security.com/collections/elpa-%E3%82%A8%E3%83%AB%E3%83%91-%E6%9C%9D%E6%97%A5%E9%9B%BB%E5%99%A8,597a2f78129eafb7ae4c05b5ee0acba7cd3789905767fd7307de3ce3964feced,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E3%83%88%E3%83%AC%E3%82%A4%E3%83%AB%E3%82%AB%E3%83%A1%E3%83%A9,28648237fed33eb1639d1f89ac8b5519bd2c00da521228f5b919106b270daff7,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E9%9B%BB%E7%90%83,79141b5e5c53418b7175163815e0448eb23148459792a39febe3d319e9997087,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3%E3%83%A9%E3%82%A4%E3%83%88,c5327bde1d06ec5f12b5d563f838475571ff8e6cb1bd18883f21d977843bba62,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E4%BD%9C%E6%A5%AD%E7%94%A8%E3%83%A9%E3%82%A4%E3%83%88-1/Type_%E9%98%B2%E6%B0%B4%E6%A9%9F%E8%83%BD%E3%81%AA%E3%81%97,7b90122752b94b363f6eaf986c30cfdda52c6397c334dec75afcb4e3265deed9,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E5%8F%97%E4%BF%A1%E6%A9%9F-1,42baf20dd6f6f19ad33406d70eb054ded7cd03c97151e69fae00fb4d6e70d5b7,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E3%83%AF%E3%82%A4%E3%83%A4%E3%83%AC%E3%82%B9%E3%82%B3%E3%83%BC%E3%83%ABdc,38869e1977f5d0d5435762a4ff21fec2caaa9575e5277d9f3b20db8a82d753b6,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E3%83%AF%E3%82%A4%E3%83%A4%E3%83%AC%E3%82%B9%E3%82%B3%E3%83%BC%E3%83%ABelpa,fe469b06b7d738018feca1b663b64376f2c4ef5d00ba5d6b27fb9a0f7f125e1a,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E7%82%B9%E7%81%AF%E7%AE%A1-%E3%82%B0%E3%83%AD%E3%83%BC%E7%90%83,9e02f9b8c8487b607f859bfc9b03c826a0f0b37916740dde35c1b4a671efed36,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E5%AE%B6%E5%BA%AD%E7%94%A8%E8%80%90%E7%81%AB%E9%87%91%E5%BA%AB,87f4dfabe354ce6dd4baebd0962843de2c0c24f174905c54c41906929ba5765b,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E3%82%A4%E3%83%B3%E3%83%86%E3%83%AA%E3%82%A2%E7%85%A7%E6%98%8E,99e083b27e812a9a9d9f0f248ebd001d2f17d1f3b1981d7f2d104cd60c677a09,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E3%82%A4%E3%83%B3%E3%82%BF%E3%83%BC%E3%83%9B%E3%83%B3dc,d974a872b434fc3543a5a85ea299a5481d0aaee07c577d366cbd947b558f0170,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E7%9C%81%E3%82%A8%E3%83%8Dled%E7%85%A7%E6%98%8E-%E3%82%A4%E3%83%BC%E3%83%96%E3%83%A9%E3%82%A4%E3%83%88%E3%82%B9%E3%83%AA%E3%83%A0,c1e8b6f21e4cbe2d2f81c3f0537e2a2a89da01192d735e859a6c48fdfa973c59,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E3%83%87%E3%82%B9%E3%82%AF%E3%83%A9%E3%82%A4%E3%83%88,746ace0e5359b49421cce033468c736b51fd0a2f1cc738f545de2e0e1dfe0159,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E3%82%A4%E3%83%B3%E3%82%BF%E3%83%BC%E3%83%9B%E3%83%B3elpa,8fdbcbcffef06172d1ca45e5a9c60c29e93ff8a21cd88f1267299457783d758c,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E9%98%B2%E7%8A%AF%E3%82%AB%E3%83%A1%E3%83%A9%E3%82%B7%E3%82%B9%E3%83%86%E3%83%A0-delcatec,a2e64e29265382b3f7379bd88b12f027206e4dddf16494b65239e9779e3ba5f7,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E8%AD%A6%E5%A0%B1%E5%99%A8-%E5%A0%B1%E7%9F%A5%E5%99%A8,e107c296f504e13d5de755fcaa3d6ad6b3d2dd3171f4420cfd8d8e2f73688a00,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E9%80%81%E4%BF%A1%E6%A9%9F,a0686240a62624dc7185f4a8a7ac16ae57da1c2a517a7dd337d43853334c02d4,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E5%AE%BF%E6%B3%8A%E6%96%BD%E8%A8%AD%E7%94%A8%E8%80%90%E7%81%AB%E9%87%91%E5%BA%AB,8787b1e11cefffa5fc94d3203ba8143467845c34dc39be337081652035c406a7,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E9%98%B2%E7%8A%AF%E3%83%95%E3%82%A3%E3%83%AB%E3%83%A0-%E3%82%B9%E3%83%86%E3%83%83%E3%82%AB%E3%83%BC,468b80395d8efe5c2d9bc4767e8e6e0d72592f2fec67c4c97a65cc695bac059b,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3%E3%82%BF%E3%82%A4%E3%83%9E%E3%83%BC-%E3%82%B9%E3%82%B1%E3%83%BC%E3%83%AB,42d450aa2035f7b91f07fef4dd8760aa4148b094508d7a40f2736d15843bc3b7,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E6%9A%96%E6%88%BF%E5%99%A8%E5%85%B7,23396fd03efdbcbb2ae9d8e63cfcec9aab93e3712c6681514fa345f0fbda2c12,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E6%89%8B%E6%8C%87%E6%B6%88%E6%AF%92%E5%89%A4,f779ad48275255ea61bb6d5bec08a5cc86bed9f13c85353b0bd7394940ffb236,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E7%A9%BA%E6%B0%97%E6%B8%85%E6%B5%84%E6%A9%9F,8ce0255a81e854f73e4f26b1db6edb2e271bade9e67429d0f7a673dac4e88f95,Japan,,
exsight-security.com,https://exsight-security.com/collections/u%E5%AD%97%E3%83%AD%E3%83%83%E3%82%AF,5381863a41de3357045d778c08ebe0140039452423314bae01a75618ef59c821,Japan,,
www.chatpia.jp,https://www.chatpia.jp/agreement.php,4a902e23c0290de356c9a8d58bee75d83fbd4e0e78f790348891f57dc92c7d9a,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E6%8A%95%E5%85%A5%E4%BF%9D%E7%AE%A1%E5%BA%AB,08ac0464bbc5a52c57ab3e59ea7f019e8559524d14eb2ec3b1330c66e34d50d3,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E3%82%AD%E3%83%BC%E3%83%9C%E3%83%83%E3%82%AF%E3%82%B9,d812e90e366f415147a570ef8726fbb49cd7c440c9c0640d44f5ac605a465e63,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E3%83%81%E3%82%A7%E3%83%BC%E3%83%B3%E3%83%AD%E3%83%83%E3%82%AF-%E3%83%AF%E3%82%A4%E3%83%A4%E3%83%BC%E3%83%AD%E3%83%83%E3%82%AF,4ab679c9ff92af724637ef4267c5dfa72225e3fa1185b0b0b3a6c05d0f394f3f,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E3%83%87%E3%82%A3%E3%82%B9%E3%82%AF%E3%83%AD%E3%83%83%E3%82%AF,b538576d369dd1feadb662cd0132723503b562aa0223f9ef45538a3cd3ea332c,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E3%83%89%E3%82%A2%E7%94%A8%E8%A3%9C%E5%8A%A9%E9%8C%A0,8e0530a18fe7ff45c29c588dd49d83fe2caebf69e419baea3b071c4a35cc99f9,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E3%82%AF%E3%83%83%E3%82%AD%E3%83%B3%E3%82%B0%E3%82%B9%E3%82%B1%E3%83%BC%E3%83%AB,fc7814487dbbdbc182f0cd7df8b7fe86edeb0c5551c6c7b5c79119e67c215d55,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E4%B8%80%E6%99%82%E4%BF%9D%E7%AE%A1%E5%BA%AB,36d3824612dda77dcd8c8bd8507b94fb5fc3c7aac33126edcf140065360318b4,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E3%83%90%E3%82%A4%E3%82%AF%E3%82%AB%E3%83%90%E3%83%BC,df049227936ea4b76e271ae0d6efe84d2fabe9469e363d6054329f8bb55ac1fd,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E3%82%BD%E3%83%BC%E3%83%97%E3%83%87%E3%82%A3%E3%82%B9%E3%83%9A%E3%83%B3%E3%82%B5%E3%83%BC,35d7fff6d20854667c3a111fbed0ace37966a727e675ec07817e4c38fd0b9c53,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E7%B5%84%E7%AB%8B%E8%80%90%E7%81%AB%E5%AE%A4,df4c96e20e4a03693c855e8db8574bccbbe79d1f216a8533a3ba45feacae68cf,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E8%AA%BF%E7%90%86%E5%99%A8%E5%85%B7,edb1b61b33e6d4e5096416be1fbad62389a8bbbbdbfbb2c4b63328ab3435511d,Japan,,
exsight-security.com,https://exsight-security.com/collections/%E3%81%95%E3%81%99%E3%81%BE%E3%81%9F,5daf988293b24fa1e2e11f375026959669c8f422d5602543d558b735c9a4439b,Japan,,
